Designator,Footprint,Quantity,Value,LCSC Part #
"J1, J2",PinHeader_1x04_P2.54mm_Vertical,2,Conn_01x04,
J3,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.62x3.51mm,1,Conn_02x04_Counter_Clockwise,
