Designator,Mid X,Mid Y,Rotation,Layer
C1,74.975,-38.0,180.0,top
C2,71.0,-37.525,270.0,top
D1,62.35,-43.0,0.0,top
D2,62.35,-45.5,180.0,top
J1,88.0,-40.0,180.0,top
R1,68.5,-44.0875,90.0,top
R2,66.0,-44.5875,270.0,top
RV1,62.5675,-36.9725,180.0,top
U1,76.0,-42.5,90.0,top
