Designator,Mid X,Mid Y,Rotation,Layer
J1,103.375,-84.18,0.0,top
R1,87.0,-88.0125,90.0,top
R2,89.0,-88.0875,270.0,top
R3,88.0,-82.0,90.0,top
USB1,80.0,-84.0,270.0,top
